p53 	 NDMm 	 NDMst 	 PTEN 	 time 
100.0	100.0	100.0	100.0	0
205.59999974788002	31.853120795950375	31.834642214920763	99.96400648956129	10
311.1999997046206	10.146210619878076	10.134444576926807	99.9280259783825	20
416.7999996984377	3.2318831811634112	3.226264605349142	99.89205853820735	30
522.3999996976283	1.0294549164783988	1.0270708701975968	99.85610430027646	40
627.9999996975278	0.32791320527998613	0.32696658585049165	99.82016347257395	50
733.5999996975157	0.10445046517975051	0.10409283105397824	99.78423635706802	60
839.1999996975143	0.033270685921212295	0.03314475279663054	99.74832336694521	70
944.7999996975141	0.010597735252703442	0.010563036504799162	99.71242504383851	80
1050.399999697514	0.00337570485892919	0.003380309496071289	99.67654207504916	90
1155.9999996975139	0.0010752679505954088	0.0011019343627519658	99.64067531076243	100
1261.5999996975138	0.000342509898029142	0.0003874317212664587	99.60482578125709	110
1367.1999996975137	0.00010910598565819698	0.00017386595596694999	99.56899471410863	120
1472.7999996975136	3.4762158430940056e-05	0.00012339251972101563	99.53318355138639	130
1578.3999996975135	1.1084461325188473e-05	0.00012904017188526513	99.49739396684447	140
1683.9999996975134	3.54622358363948e-06	0.00015737852211166538	99.4616278831064	150
1789.5999996975133	1.1497669038552313e-06	0.0001984318058490237	99.42588748884367	160
1895.1999996975132	3.921216146255971e-07	0.0002497341139610196	99.39017525594801	170
2000.7999996975132	1.5761862573105478e-07	0.0003112534320948456	99.35449395669752	180
2106.399999697513	9.102469830866278e-08	0.00038377572673791	99.31884668091662	190
2211.999999697513	7.933669416481678e-08	0.00046839052475024614	99.28323685312972	200
2317.599999697513	8.671736869637012e-08	0.0005663271493958317	99.24766824970881	210
2423.199999697513	1.0191744022049107e-07	0.0006789025866069885	99.21214501601476	220
2528.7999996975127	1.2152793648820605e-07	0.000807504888324508	99.17667168353248	230
2634.3999996975126	1.446455642004352e-07	0.0009535878889281945	99.14125318699982	240
2739.9999996975125	1.7117346941553584e-07	0.0011186695231378053	99.10589488153036	250
2845.5999996975124	2.0127997895828573e-07	0.0013043312904167268	99.07060255972989	260
2951.1999996975123	2.3522619341000913e-07	0.0015122180843471528	99.03538246880674	270
3056.7999996975122	2.733110703293052e-07	0.0017440381381779856	99.00024132767591	280
3162.399999697512	3.1585393160498516e-07	0.0020015630073401116	98.96518634405693	290
3267.999999697512	3.6318889150311905e-07	0.0022866275637131155	98.93022523156554	300
3373.599999697512	4.1566308180496803e-07	0.002601129993614796	98.89536622679915	310
3479.199999697512	4.736360864271158e-07	0.0029470317969563123	98.86061810641604	320
3584.799999697512	5.374797612936715e-07	0.0033263577867475727	98.82599020420832	330
3690.3999996975117	6.07578176918687e-07	0.0037411960886919227	98.79149242816871	340
3795.9999996975116	6.843276000712206e-07	0.004193698140785652	98.75713527755093	350
3901.5999996975115	7.681364878849495e-07	0.004686078692893964	98.72292985992401	360
4007.1999996975114	8.594254859270362e-07	0.0052206158062929	98.68888790822018	370
4112.799999697511	9.586274275231528e-07	0.005799650853172314	98.65502179777658	380
4218.399999697512	1.0661873334773572e-06	0.0064255885160967655	98.62134456337066	390
4323.999999697512	1.1825624119121645e-06	0.007100896787421686	98.5878699162492	400
4429.599999697512	1.3082220581410217e-06	0.007828106968662341	98.55461226115119	410
4535.199999697513	1.443647854544903e-06	0.008609813669813043	98.52158671332423	420
4640.799999697513	1.5893335704436907e-06	0.009448674808614069	98.48880911553466	430
4746.3999996975135	1.7457851619590305e-06	0.010347411609763683	98.45629605507143	440
4851.999999697514	1.91352077186727e-06	0.011308808604072552	98.42406488074343	450
4957.599999697514	2.0930707294416785e-06	0.012335713627557827	98.39213371987059	460
5063.199999697515	2.2849775502833374e-06	0.013431037820474109	98.36052149526857	470
5168.799999697515	2.4897959361401407e-06	0.014597755626278394	98.32924794222703	480
5274.399999697515	2.708092774713344e-06	0.015838904790526104	98.2983336254814	490
5379.999999697516	2.940447139451102e-06	0.017157586359695127	98.26779995617841	500
5485.599999697516	3.187450289328426e-06	0.018556964679934958	98.23766920883492	510
5591.199999697516	3.4497056686129753e-06	0.02004026739573763	98.20796453829047	520
5696.799999697517	3.7278289066160824e-06	0.021610785448527414	98.17870999665323	530
5802.399999697517	4.022447817428413e-06	0.02327187307516592	98.14993055023945	540
5907.9999996975175	4.334202399639632e-06	0.02502694780636934	98.12165209650641	550
6013.599999697518	4.663744836041445e-06	0.026879490465034482	98.09390148097874	560
6119.199999697518	5.011739493313378e-06	0.028833045164470054	98.06670651416822	570
6224.799999697519	5.378862921690632e-06	0.030891219306529806	98.04009598848688	580
6330.399999697519	5.76580385461333e-06	0.03305768357964389	98.01409969515362	590
6435.999999697519	6.1732632083565104e-06	0.03533617195674484	97.98874844109396	600
6541.59999969752	6.601954081640134e-06	0.03773048169308442	97.96407406583327	610
6647.19999969752	7.0526017552184216e-06	0.04024447332393768	97.94010945838319	620
6752.79999969752	7.525943691447798e-06	0.042882070662190325	97.91688857412132	630
6858.399999697521	8.022729533832713e-06	0.045647260795805465	97.89444645166414	640
6963.999999697521	8.543721106548588e-06	0.04854409408516595	97.87281922973308	650
7069.5999996975215	9.089692413941154e-06	0.05157668416028813	97.85204416401382	660
7175.199999697522	9.661429640001393e-06	0.05474920791790298	97.83215964400858	670
7280.799999697522	1.0259731147815304e-05	0.05806590551840057	97.81320520988166	680
7386.399999697523	1.0885407478987714e-05	0.06153108038263353	97.79522156929787	690
7491.999999697523	1.1539281353039336e-05	0.0651490991885753	97.77825061425405	700
7597.599999697523	1.2222187666776227e-05	0.06892439186782887	97.76233543790357	710
