p53 	 NDMm 	 NDMst 	 PTEN 	 time 
100.0	10.0	10.0	100.0	0
187.99999999980201	3.7512031244652775	3.7493584606089287	99.97000451204015	10
275.99999999968236	1.4071522661639047	1.4057690332971116	99.94001806690603	20
363.99999999962046	0.5278512313232034	0.527073679760968	99.91004073386264	30
451.99999999959084	0.1980076252701644	0.19761996199739684	99.8800726344834	40
539.9999999995773	0.07427663561744761	0.07409714510152297	99.85011395702496	50
627.9999999995714	0.027862653165362614	0.027785952465900834	99.82016497079779	60
715.9999999995689	0.010451837932936595	0.010425176296490968	99.79022604053237	70
803.9999999995678	0.003920693503319274	0.003920262202194453	99.76029764074109	80
891.9999999995673	0.0014707317200823074	0.0014872549810774735	99.7303803700758	90
979.9999999995671	0.0005517033303166776	0.0005829880451256289	99.70047496568125	100
